Temperature,Humidity,Rainfall,Irrigation,Fertilization,Pest Control,Soil Type_Clayey_0.0,Soil Type_Clayey_1.0,Soil Type_Loamy_0.0,Soil Type_Loamy_1.0,Soil Type_Sandy_0.0,Soil Type_Sandy_1.0,Region_East_0.0,Region_East_1.0,Region_North_0.0,Region_North_1.0,Region_South_0.0,Region_South_1.0,Region_West_0.0,Region_West_1.0
0.8522801374328106,-0.6472817667714957,1.532163115403667,Flood,Inorganic,Chemical,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0282094466549206,-1.1708504624551497,-0.2768095959732463,Flood,Organic,Chemical,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.1501827989844695,-0.5815593474188654,-1.259931729042585,Drip,Organic,Chemical,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-1.6935287627903697,-1.5233171778786136,0.7395022292324481,Sprinkler,Inorganic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0452284600925272,-0.527524846243664,-0.2555247235491819,Drip,Organic,Biological,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.2341808546063475,-1.0667122514936096,1.0862418633553543,Drip,Organic,Biological,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.6210871809120666,-0.5468761053700906,-0.9850952972655148,Drip,Inorganic,Biological,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.4440579585660432,0.62990512858266,1.1231867670921254,Sprinkler,Inorganic,Chemical,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.5159988578716606,1.0287286405251632,0.0032278733377016,Flood,Organic,Chemical,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.3884314274759586,-0.3661603138485035,-0.1391605497866086,Drip,Organic,Chemical,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1.634020988260411,0.3013945657127934,1.5053664978860044,Flood,Inorganic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.9953835130897716,0.586521873092086,0.4903761936658949,Drip,Organic,Chemical,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.6927478204552288,1.0521587627012303,1.2217868879228366,Sprinkler,Organic,Chemical,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.7969410746331642,-1.3587781494623254,-1.167519926435325,Drip,Organic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4218895207183053,1.0930909977919363,0.7250383842785395,Drip,Inorganic,Chemical,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.362734743730702,-1.32923701024183,0.0974059709968884,Sprinkler,Inorganic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.73545815320722,0.4023843459495711,-0.1300831788097899,Flood,Organic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.3499936502336423,-0.6388156515946359,-1.2027217770122756,Sprinkler,Inorganic,Chemical,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.9371250104162276,0.0658403770465638,-0.6747374894026745,Drip,Inorganic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.6990464630005482,-0.5172386423170713,0.5250821416165108,Sprinkler,Inorganic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.636149202125598,1.1979699575239824,1.078124878945535,Drip,Inorganic,Chemical,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.3424621041739828,-0.0766969004278838,-0.2250487918300744,Drip,Inorganic,Chemical,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.8799167518484297,-0.8406005745087509,0.7822875950820076,Drip,Inorganic,Chemical,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0926086177033435,0.3572867898986251,-0.4936516002164801,Flood,Inorganic,Chemical,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.258710375587618,-0.93309956768548,-0.1973237269733231,Drip,Organic,Biological,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.9161026859767598,0.1251013109136537,-1.3492198215965936,Sprinkler,Organic,Chemical,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.4638474093691807,-1.269401188620752,0.5461332340812252,Flood,Organic,Biological,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.74339361442791,1.7724183779057423,1.342447480966835,Drip,Organic,Chemical,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-1.4343188250705874,0.6152750785816959,-1.2013052769505037,Drip,Inorganic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.2386070800414533,1.0515343036637927,0.7433199592406685,Drip,Organic,Biological,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.432726618340121,-1.4988238120471062,1.2562455951173792,Flood,Organic,Biological,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
